line,l_area,l_perimeter,l_length,l_width,l_apex,l_base,t_area,t_perimeter,t_length,t_width,t_apex,t_base,r_area,r_perimeter,r_length,r_width,r_apex,r_base,leaftype
PI425261,40.00520457,31.10732265,7.881192572,6.525528182,80.86687355,95.18592262,40.70772875,31.61068707,8.257003847,7.48765252,85.63747278,107.6336019,41.07790962,31.67487228,7.676733499,6.601378994,82.66189176,96.42082756,1
PI425263,42.45766133,32.24281634,7.938328403,6.802017786,83.93696811,96.47898288,43.13185329,33.22812972,8.491308683,7.800042094,82.1993831,105.7549951,42.98047828,32.37014498,8.204131265,6.917250388,83.90261234,97.73582677,1
PI425269,72.03165612,41.45418688,9.550169415,9.116231798,88.98785779,102.6180672,71.3591271,40.86371446,9.483634087,10.19213795,95.67168452,113.1621136,69.00409542,40.5834695,9.361199775,8.929681803,88.63303723,102.4457834,1
PI425270,43.99789354,33.18665633,8.22634968,7.115648248,81.67605918,99.71550455,42.19418251,32.52999926,8.518400111,7.401616774,82.44756721,107.1738973,47.33503611,34.40674928,8.243789627,7.294169651,85.68162333,98.65940488,1
PI425271,51.2705981,35.03951653,8.234187949,7.633432215,90.83383574,103.0363508,50.30889393,35.19006638,8.994095733,8.345146084,86.00824938,106.1061168,51.79674921,35.83048138,8.193980039,7.484937612,84.17506119,97.51459115,1
PI425274,48.44596148,33.99458324,8.252462923,7.503804344,86.86303477,101.1665553,45.44090761,33.58892952,8.310510611,8.032563798,89.77157503,109.5170266,49.93484064,34.64393884,8.224094935,7.589817639,88.70027575,101.9870624,1
PI425330,44.95254621,32.46473694,8.033128343,7.113191313,86.37651867,99.69716068,43.15445852,32.2752989,8.266235513,7.6608692,90.61749536,107.3026968,45.77879601,32.87646713,7.801538535,7.200853261,87.66457669,101.1332788,1
PI425345,46.93350002,33.90142525,8.668032172,7.008438508,80.35015477,93.58894969,43.14719663,33.46543652,8.532518205,7.614755996,88.14520516,103.7472366,47.78092321,34.34977087,8.479643338,7.159950512,80.05987188,93.36810188,1
PI425383,45.70390016,33.48804366,8.177345577,7.140647714,84.15428203,99.38543638,42.84645867,33.04248111,8.670615757,7.491671718,82.8200338,103.8574477,46.98647802,33.92884593,8.489245876,7.134945087,83.45569264,97.38463899,1
PI425385,43.9296881,32.55015418,8.13319444,6.93481651,85.51018845,98.51131241,44.26953815,32.69621919,8.255725245,7.75789565,87.05201828,109.3057215,45.45111389,32.99400623,8.240752083,6.992740595,84.64131728,97.13895529,1
PI425387,43.64188247,32.55083146,8.170266022,6.903420687,83.69950543,97.16360849,43.87125071,33.24855548,8.439730201,7.765343203,86.61663323,107.3148333,44.9083995,33.11013928,8.044030319,7.017486526,84.882578,98.32897261,1
PI425388,47.34329933,34.00092005,8.483864516,7.206861777,83.26344988,96.95973076,46.45969838,33.75893829,8.673229692,7.934941532,85.82692199,106.1556467,46.30577435,33.3792124,8.238168809,7.199423648,86.64962945,99.49062416,1
PI425389,42.52408063,32.17065412,8.12772459,6.78014868,83.64589206,97.97890471,40.82875491,31.65734343,8.339656496,7.326255411,83.70510651,104.8818943,41.96021451,32.19008134,7.975480128,6.715023924,82.06324164,96.76575085,1
PI425399,50.97678682,34.38494121,8.399978134,7.707100467,90.84832457,104.3117253,49.26085081,34.00141011,8.452845132,8.316168591,92.68755506,111.369276,51.14920716,34.56502839,8.001206268,7.752402974,94.77896137,107.1606482,1
PI425413,47.41163104,33.64262538,7.979766706,7.302805297,88.69323336,101.3988333,46.4040009,33.26646534,8.250716089,8.182088398,95.1496656,111.2380604,49.70210016,34.35347774,8.377617955,7.496410873,86.92542686,99.29441475,1
PI425418,49.72024245,34.31412644,8.294469952,7.47654768,86.06776948,98.4603722,46.43364129,33.43898614,8.645671339,8.087542244,89.88965435,107.4273775,50.05612402,34.6656323,8.492634408,7.520649913,86.17261031,98.90400765,1
PI425421,48.30005939,34.53350322,8.079974681,7.292091953,86.22841373,100.9942734,46.61803353,33.98623092,8.574270821,8.025769401,88.91697302,108.1965755,48.23704018,34.38994493,8.320140471,7.209883571,84.02718151,97.16316726,1
PI425422,44.50202437,34.07043834,7.979280874,7.245654748,79.29491252,99.03925138,46.59490791,34.3893741,8.505230721,8.181230231,89.92251174,108.4623665,47.12553983,34.46732298,8.40295798,7.338753438,84.43642465,98.396054,1
PI425423,48.0118297,34.09473007,8.227323928,7.29541702,89.2122868,101.2048875,46.45516164,33.57291073,8.669825227,7.995861906,84.93766822,106.5823378,48.81392943,34.20673538,8.428774406,7.25552226,85.25950298,98.12504992,1
PI425424,46.20942522,33.74744707,8.130540239,7.226328554,86.17788161,98.63654407,46.97464014,34.64373018,8.928060383,8.161940514,86.24197103,105.9272406,46.10760967,34.14642469,8.443743295,7.045927672,88.4728233,97.36686575,1
PI425425,46.38386502,33.95102579,8.39786836,7.223624987,80.74137292,96.97065464,45.09526019,33.39669182,8.552682603,7.883622605,86.80560123,107.9543145,48.43651031,34.47179718,8.652759071,7.319426451,81.24735492,95.87373708,1
PI425435,43.47610983,32.30246589,8.077501777,6.884093141,84.68110324,98.71904192,43.09824447,33.0056368,8.081636691,7.828839317,87.03971375,110.3879324,45.00516459,32.8951218,8.025679116,6.936238512,84.34781756,97.35395208,1
PI425446,48.93571305,34.33242657,8.574270055,7.209777311,83.93171324,97.25257072,47.67169594,33.90500419,8.858939544,7.909572044,83.0713944,104.9145239,49.21836599,34.410078,8.592320886,7.263751728,83.05843389,96.44185152,1
PI425456,48.10720181,34.17945682,8.424240276,7.179485396,84.70786853,98.03860956,47.65887904,34.13585167,8.235511868,8.11757925,89.38441426,110.1504226,48.32459988,34.90852492,8.315447031,7.135479284,83.83663499,94.62694601,1
PI425459,40.8255802,31.576315,8.061748692,6.638749667,80.77763905,94.90208903,39.43156993,31.42509879,8.033043843,7.459743089,86.20200464,109.8285934,41.20684066,31.78259079,8.061426457,6.623390336,82.75988641,95.75755145,1
PI425463,64.98055267,38.87860131,9.381786623,8.543700038,86.18037725,99.37487936,65.83483843,39.30410746,9.551983464,9.465067951,89.90384252,108.986194,66.74644218,40.1321425,9.833457132,8.531722818,81.75111661,95.92959613,1
PI425481,48.15870548,33.76321646,8.479205992,7.251304438,87.75800565,98.85691403,50.16451893,34.75575659,8.835780078,8.302056295,89.76159197,107.768923,50.33282776,34.63027913,8.580214776,7.459390074,84.30017957,97.28448797,1
PI425483,58.7832564,36.61071808,9.096889406,8.062281576,84.15045708,97.43031405,58.17438084,37.4269568,9.677821405,8.853636545,82.94409839,105.1321193,61.07090367,37.77694109,9.397861097,8.119176968,84.53568501,96.09768073,1
PI425484,40.86798643,31.09353763,7.927847873,6.714303524,86.918671,98.65688029,42.01569629,31.85087924,8.399921268,7.46633555,86.71822267,105.8280116,42.57019514,31.89283888,7.927720484,6.742419609,86.53726481,97.60299472,1
PI425485,49.40498933,34.51522639,8.633824639,7.332946269,82.02773433,96.28284374,51.75363525,35.5598569,8.801514999,8.405373564,88.90787804,108.8396228,49.86984579,34.71190315,8.471449329,7.372701836,83.61693112,97.12777444,1
PI425503,35.74984857,29.90668834,7.457795303,6.268744419,85.68202485,99.83624634,34.32846888,29.19622543,7.507724338,6.782414801,87.43137991,109.1765576,37.85056046,30.21687713,7.578274252,6.388022374,88.65115735,100.8259279,1
PI425504,45.4706177,33.08818955,8.152221294,7.10043736,85.50710158,98.09561405,45.04018625,32.81959096,8.27789814,8.011545716,93.93367567,110.740429,45.87049339,33.07517048,8.094917147,7.031037447,87.34605793,98.39226478,1
PI425506,43.31804133,32.62155362,8.160265552,6.850988664,80.50829037,94.29515115,39.87166659,31.33879827,8.12806631,7.272014991,88.22323366,106.1799252,42.78626205,32.20417164,8.14015826,6.724401081,80.48730282,93.76090533,1
PI425507,41.69675273,31.69121559,8.135282731,6.639738454,83.25052496,96.4847041,38.1068081,30.36674401,8.064145407,6.952258776,90.31799878,104.3181524,40.54717168,31.6105416,8.0545103,6.543546147,85.36605313,95.98633488,1
PI425508,44.21971461,32.63876675,8.146319505,6.932604603,84.10346295,97.01639719,41.83795309,32.23700418,8.319393716,7.586960119,89.40125378,108.6199989,43.70794254,32.80061791,8.170208687,6.878196647,83.04224628,97.04381186,1
PI425509,38.19121468,30.77721678,7.836611045,6.337890221,83.70545429,96.06164156,36.81470079,29.79483068,7.851622216,6.901200033,91.67793007,105.8966547,38.22580058,30.78467234,7.83101915,6.281193944,84.15827665,95.54039874,1
PI425510,47.68023989,33.84536005,8.332424756,7.256298833,87.46074374,100.20154,46.61894087,33.65195533,8.787765526,7.874634523,87.63529826,105.5136329,50.08020868,35.0716447,8.691343546,7.339793574,82.02180097,96.42966957,1
PI425511,43.70764358,32.8220928,8.097869869,7.061050943,83.74678901,98.4804202,41.66932373,32.23684899,8.280341905,7.753912104,84.20653879,108.9478263,44.72040444,33.29527813,8.32529356,7.09908329,83.01819996,97.48291188,1
PI425512,47.51856322,33.46162506,8.373085867,7.264850898,83.10795022,97.88539255,47.06204858,33.47039309,8.663032377,7.952229589,86.1157327,106.5650857,49.80013889,34.50941042,8.498674112,7.448954641,83.88377045,97.53153542,1
PI425513,55.33239744,36.32862868,8.875192735,7.885593961,81.5280086,97.79979406,52.38990301,35.30158662,9.050068303,8.414100173,86.98793868,107.0081857,54.49239643,36.39275215,8.848134338,7.593896365,82.04556742,96.12221184,1
PI425514,50.94000278,34.48821448,8.643164742,7.566559038,84.87397882,98.49944928,52.44013472,35.69666692,9.10972055,8.583675804,85.48890431,107.3389631,53.39175323,35.67052862,8.909708021,7.675094962,83.15724196,96.76562733,1
PI425515,51.48630105,35.89438263,8.886694841,7.427198966,79.25295373,93.41490436,53.34583589,35.77566817,9.21041406,8.470371991,86.73162961,106.30175,53.29551472,35.97595012,8.937848365,7.575554249,81.05905797,95.52484145,1
PI425517,49.63338174,34.18819436,8.482041664,7.380938286,86.21070481,98.01206603,46.87924549,33.4287205,8.441653881,8.202105374,91.74768039,109.9966775,50.49026071,34.53447048,8.226727213,7.540932702,87.78030352,97.15299909,1
PI425518,51.22348404,35.30167777,8.581833318,7.583731493,82.94207009,97.44328632,49.74023389,35.09324707,8.73696187,8.524629297,86.98429437,109.6580809,52.15280166,36.28050861,8.336947105,7.614117147,85.72955651,96.35197937,1
PI425520,38.03956815,30.85877541,7.899873921,6.360287399,82.82575753,94.44771258,38.34752837,30.97224247,8.295429441,7.183640454,83.92515801,104.2514462,38.34547319,30.98584745,7.875656114,6.426858788,86.09684984,97.13289655,1
PI425521,42.98968258,32.37453527,8.18142572,6.744552039,79.4785691,93.81807915,41.12673656,32.22256453,8.634901628,7.297515714,79.92555411,102.5664159,44.77325455,33.42927773,8.584578899,6.788983239,77.53800119,91.60635134,1
PI425522,60.42987518,36.93918124,8.682223083,8.170820328,87.54641313,99.75248708,60.02519311,37.28783874,8.813176999,9.388556581,91.07971698,113.8063161,53.56878046,37.82464556,9.131602163,8.291743442,83.62174625,97.35839067,1
PI425523,56.29667822,36.70817981,8.909633831,7.931647048,85.40225001,98.34569383,53.26558776,35.92752183,8.942426625,8.737841217,90.91958697,109.6406265,57.81046356,37.57380514,8.805753484,8.012874406,83.17167474,96.82330771,1
PI425527,61.64766199,38.03007255,8.816848749,8.130280665,85.59746786,97.3182618,56.15651452,36.09884232,9.158712758,8.862176675,89.66104588,108.7540841,64.48487228,39.03973928,9.21190148,8.314049824,84.12514972,96.70858081,1
PI425528,42.65234973,32.27719707,8.005238157,6.890326541,83.01899055,97.52346584,39.50975514,31.44750163,8.013955267,7.386013304,82.65878021,107.6973287,43.55019499,33.01302639,8.385285257,6.968794068,79.69320574,95.03510477,1
PI425529,52.37200251,35.23881017,8.496977184,7.645936253,85.07230889,99.23692989,49.00640952,34.28262654,8.423387101,8.446701722,91.95376593,111.5719329,53.53303856,35.92632549,8.511110447,7.670540312,83.03862422,97.05478536,1
PI425531,52.9790457,35.51596862,8.650788113,7.749899429,83.58493429,98.56217031,53.91399192,35.40020482,8.814832498,8.560264868,89.93243558,108.9695478,54.05061292,36.08792456,8.834591053,7.839847875,82.54997163,98.39848634,1
PI425533,59.82979556,37.32010933,9.099288477,7.986540618,86.79358309,98.65556844,58.77532457,36.92144301,9.241367175,8.858343477,87.92549092,108.0786315,61.24215987,37.70506068,9.473782257,8.044228461,82.84518573,95.54023433,1
PI425534,44.68071846,32.54525198,8.136184884,6.99429,86.00437038,98.62358844,43.53067024,32.210253,8.420737345,7.596675214,89.66139901,105.8626567,45.26667742,32.92723481,8.186792993,7.057190929,86.81067936,99.29995131,1
PI425535,49.42093203,34.20667713,8.538476485,7.495659801,85.51129424,99.79346302,46.24816248,32.82806661,8.333286473,7.954961959,90.16289845,109.3871153,49.54055669,34.47370976,8.442028639,7.430232147,85.26791533,98.31436814,1
PI425536,39.69227517,31.15687441,7.687785358,6.523228451,90.11483936,101.6475626,36.06203897,29.58872678,7.960094644,6.599796342,82.50241578,102.3887454,41.01414539,31.57468561,8.012868941,6.4964053,81.58166726,94.81850817,1
PI425537,46.63522794,33.26825086,8.330890578,7.153701,86.00484972,98.58225302,46.32695893,33.4988849,8.545237075,7.881809497,88.57639757,107.8512379,46.15614752,33.41965515,8.323908492,7.054321612,84.28679068,96.40823533,1
PI425544,50.63985925,34.51132547,8.109125948,7.616793223,80.93731503,96.38334061,52.35413829,35.30258045,8.808025706,8.689072729,89.71505827,110.3807772,54.29944169,36.0960169,8.813450904,7.775673067,85.20066112,97.43949619,1
PI425546,46.4689206,33.1121329,8.169888906,7.330841138,86.0027982,101.840478,45.93025197,32.71595828,8.180773195,8.022053215,93.76694738,111.1636585,46.83187502,33.71179761,8.241326568,7.26511249,84.86884787,101.0286423,1
PI425548,44.62808236,32.71313961,8.273271255,6.99023032,82.24648381,97.26076251,41.19477072,31.41830502,8.185582906,7.437468537,87.97510409,107.5534932,45.15255862,33.16074339,8.570944512,6.993375699,81.3764425,94.02915501,1
PI425550,53.33642205,35.63630479,8.824312207,7.627715473,85.08039158,96.86453762,56.29214903,36.08950153,9.040918272,8.849716441,90.08569996,109.6026744,52.44322104,35.49675851,8.452160092,7.640104309,84.52343042,97.885117,1
PI425551,53.14665688,35.51621862,8.439999769,7.686073183,86.88569779,101.7707859,55.21216773,35.84028888,8.380709295,8.823943636,94.81345525,114.0321208,54.19088909,36.21243605,8.41920585,7.860171489,84.33264105,100.8245218,1
PI425552,51.04405018,35.0342406,8.61347599,7.584186559,85.8985845,99.49263855,52.63872672,35.62451599,8.657800807,8.744573947,93.92785771,111.8703224,52.05184769,35.5584613,8.702875442,7.631801417,84.64105551,98.17284104,1
PI425553,55.96769131,36.56566408,8.773308024,7.733965179,86.37384835,99.31591267,53.06579207,35.94070289,9.078931798,8.568885417,86.23619653,107.498136,55.83367535,37.09864686,9.025298194,7.857156616,82.44518438,97.62734703,1
PI425554,49.76960811,34.78005984,8.288707351,7.4812163,87.34590307,100.8769907,49.38290235,34.70106363,8.518858578,8.3403101,90.75142285,110.0443145,49.47613099,34.92706,8.624798874,7.435190887,82.12750497,97.55141339,1
PI425555,52.41078443,35.17969463,8.782293554,7.502075462,85.49123183,97.79977346,52.85358396,35.57666095,8.907365313,8.439941091,87.99800132,107.9919607,54.86801129,35.85272624,8.726774613,7.656444593,86.65914841,99.13254099,1
PI425557,55.43360676,36.1682069,8.884736585,7.746730393,90.31945453,97.96744897,56.39492291,36.42201724,8.897344694,8.874199159,87.56426422,111.1787064,56.99985079,37.04598299,9.071482396,7.793032316,81.66907311,94.03785869,1
PI425559,55.20961644,35.95756933,8.96203271,7.833356035,84.59884973,98.88029348,56.96508167,36.62961234,9.416096229,8.94400646,84.69466864,107.2210925,59.07413322,37.71017445,9.419582319,8.06559671,80.9649479,97.09200622,1
PI425569,59.61657244,37.13447669,9.105112845,8.310953026,86.06013508,102.5332502,56.28823715,36.63842588,9.267773782,8.827788628,86.08042464,108.1010102,60.82894605,37.68893392,9.316907201,8.299085449,85.96210741,98.36602225,1
PI425570,50.93226729,34.992348,8.405252478,7.574895029,87.01465226,102.6905248,50.94302775,35.50863209,8.548188348,8.444382115,91.01648449,110.7496377,51.23067339,35.16683384,8.372164345,7.635950843,85.13249739,101.0894923,1
PI425572,45.28693828,32.87929868,8.093785014,7.097125153,86.5876437,99.17592425,43.34993098,32.35356879,8.271428888,7.749950608,90.8328834,108.706086,45.02729202,32.82328996,8.087177762,7.100964869,86.87400078,99.1672243,1
PI425573,47.60291093,33.79374325,8.047536542,7.267010763,87.13858588,101.4197261,47.74456134,33.63001016,8.457557837,8.069158483,87.35200285,107.9080561,48.11526134,34.30183624,8.259426554,7.31282893,84.87200275,99.0410417,1
PI425574,55.2738767,35.66405074,8.290892193,7.948534517,91.84820858,105.704534,52.76472855,35.14038895,8.652439392,8.692401793,93.34764419,111.704603,57.11607278,36.33449036,8.809373343,8.034660436,89.03057461,101.2968238,1
PI425575,55.28571935,36.38203527,8.846043281,7.866330474,82.50302037,98.24961793,52.12903253,35.36692123,9.034738854,8.502693822,82.53237822,105.5718323,54.17100611,36.67123685,8.964262025,7.800847153,80.92461333,96.96217682,1
PI425577,44.63720691,32.57431319,8.303961165,6.94203559,84.50698608,97.27074746,45.53830457,32.69468792,8.488037711,7.833536913,88.89938547,108.0851884,44.69277561,32.81456202,8.248266995,6.901445776,82.38434386,95.82690673,1
PI425578,44.51459876,32.63153209,8.242810076,6.944607177,82.49889171,94.99539601,43.59187243,32.39549699,8.761660644,7.24892295,81.58475406,102.624899,47.46479395,33.64642575,8.303799524,7.064125857,81.04235273,96.6836329,1
PI425580,55.46835875,36.13825518,9.057543516,7.686197749,82.16989897,97.01597534,54.13419069,35.76971713,8.814768303,8.695645653,83.91620151,108.3504414,54.05669679,36.01178435,8.76953346,7.661984492,81.35656276,96.90060972,1
PI425581,46.08751843,33.56137497,8.432292672,7.249163204,83.49511187,97.46199525,44.90486651,33.12868321,8.538670515,7.912461766,90.94649275,109.2637607,46.47044167,33.39457818,8.270890144,7.279947472,83.99520891,97.64277898,1
PI425582,49.6138415,34.52626888,8.478226734,7.591786606,86.33071458,99.69721576,49.84726602,34.25316268,8.761336373,8.445546362,92.42314867,109.1171183,52.6964758,35.49067435,8.886973104,7.685854808,82.39282594,96.38870915,1
PI425583,51.41887177,35.23542486,8.681153997,7.653253567,84.66083655,98.03330735,51.334899,35.7193205,9.061015149,8.450167826,88.52273255,107.3971398,52.80596924,36.14243399,8.823706473,7.634355071,82.0017539,95.38469824,1
PI425585,46.25453591,33.19844295,8.488307135,7.100147532,83.28962628,96.44681486,46.33086533,33.529574,8.691634927,8.038835163,86.91559582,107.3892672,45.33852809,33.22570486,8.515943877,7.0455386,82.73717249,94.9589768,1
PI425586,51.5294524,35.00255561,8.737010179,7.585614444,86.09071998,98.96442468,50.45604924,35.73500447,8.501070924,8.432115079,86.62118692,106.635047,50.56740565,35.23227943,8.649470505,7.414775722,82.59214226,96.18110362,1
PI425587,56.02212772,36.08874466,8.687168543,7.896000537,89.5712887,101.8215118,55.80042331,36.0888994,8.410129939,8.740464335,94.84388115,112.6637973,55.25251745,36.21774388,8.706622247,7.839020733,86.1792398,99.47155706,1
PI425591,45.09386377,32.83849418,8.329224288,7.065704755,83.56730227,96.63517417,47.65744384,33.76155802,8.493637554,8.169440254,93.56209389,109.8196249,46.25147261,33.48545036,8.253511714,7.126419488,83.83309218,96.12102652,1
PI425592,50.38428561,34.70593641,8.679593981,7.474827524,82.42140305,96.72024612,51.31446881,35.41489148,8.86254946,8.406311435,85.99568379,107.9949385,51.77805692,35.53027788,8.850120602,7.575799592,82.98065382,96.75936756,1
PI425593,50.57675842,35.94440185,8.726300841,7.940402137,90.16562412,102.0440063,52.22543842,37.11493528,8.999683457,9.159129379,93.48804853,111.3671015,59.28429713,36.56088871,8.768280717,8.013795665,87.85727649,99.47553585,1
PI425594,51.23335111,34.4029134,8.12210793,7.576088107,92.2912878,104.2274496,52.41780573,34.84019731,8.293541727,8.732717332,96.24584324,114.1914901,49.21782922,33.91487203,8.367291183,7.404356093,87.27537371,99.37389616,1
PI425599,51.3234694,35.20877609,8.530068253,7.520274616,81.71078682,97.54573079,52.44092133,35.26712283,8.858156649,8.547216861,89.06400414,109.0989019,53.34294298,36.33776796,8.357081443,7.581728438,82.47826583,97.63260155,1
PI425600,53.97416088,35.74396793,8.553697429,7.67093564,87.05565894,99.82211751,51.1181608,35.02383034,8.765503081,8.535950715,87.85919268,109.5642069,55.15490918,36.33552207,8.669471906,7.716269508,85.14634453,98.81431599,1
PI425604,45.30355294,32.94642847,8.036135469,7.08747367,85.17296921,98.22782529,41.19018255,32.06074909,8.413339657,7.585272675,83.71663033,106.1058097,46.12550259,33.4994077,8.375137832,7.124195879,81.03156968,96.72496074,1
PI425606,53.28114172,35.73733957,8.853378254,7.53030571,83.86396597,97.32585726,48.0831667,34.4465378,8.935214319,8.170204699,83.09578095,105.9501437,53.71462373,35.26875768,8.513009512,7.627000894,86.93125099,99.33066911,1
PI425608,50.71597956,34.71029459,8.714341305,7.518499687,81.93323676,97.94591315,47.5240951,33.93710516,8.482655252,8.066507974,83.57683272,107.070053,51.21348516,35.07366733,8.182002603,7.461497892,86.58481859,100.7307322,1
PI425610,40.62947826,31.84305217,7.855346207,6.576307086,86.40715306,95.27447118,39.28335524,31.09754955,7.890609006,7.293474011,84.87472729,106.8015706,41.08734408,32.16463226,7.973562905,6.555581769,80.23630743,94.03607861,1
PI425614,49.96791038,34.52736073,8.292256161,7.557038576,88.52570615,101.2400329,45.79818586,33.43877315,8.288511916,8.130682301,89.4501138,111.2257177,51.25425932,35.59599335,8.437597488,7.577569358,88.552808,98.47960968,1
PI425615,51.45078315,35.4602506,8.535134114,7.575904495,84.96119825,99.20766538,45.36231927,33.22174494,8.332470143,8.130550186,89.38880681,110.6860448,50.84203234,35.40962029,8.210156204,7.628911027,87.3067906,100.7853076,1
PI425627,53.61416982,36.3785341,8.634578202,7.65647549,86.75992433,99.50350258,48.56384995,34.28522491,8.59262895,8.339917438,91.05484454,109.7767236,55.75919363,37.10770101,8.904276332,7.799854527,83.25043025,96.77231432,1
PI425634,40.59145148,31.2803149,7.899574351,6.45739379,82.59102621,92.75416583,38.45860755,30.59085855,8.401598439,6.835578445,81.4229469,99.00706998,43.55121261,32.07063747,8.028533334,6.674996235,82.90762355,96.93462012,1
PI425646,45.38392075,33.33962191,8.238605651,7.116049313,84.40068526,99.05362133,42.4958266,32.33271355,8.232566043,7.796973564,87.14408801,108.9085904,47.90178245,34.48420975,8.466262961,7.326953675,82.85012804,98.23179939,1
PI425652,52.67305069,35.54880783,8.538618829,7.612415247,83.0745076,98.38855813,49.09093455,34.83732153,8.896371265,8.28241126,83.89299521,107.6204603,54.92737485,36.56136677,8.71987735,7.80277629,84.54807844,98.28593479,1
PI425696,50.57261412,35.94942195,8.602871517,7.434871126,82.29509321,96.57559822,48.67558641,34.39221749,8.239980428,8.316914201,92.73161487,113.0260158,51.80494722,36.04493942,8.128061149,7.414720493,86.96957583,100.1326958,1
PI425702,53.98127292,36.69533494,8.421406692,7.788469472,85.39335907,99.45773395,51.53145949,35.51983242,8.987665601,8.619731819,85.22131721,108.8082585,55.77212915,36.90115997,8.858650452,7.814007862,83.12482416,97.59790151,1
PI425707,52.90601959,35.70576677,8.482121391,7.718654971,83.76809136,100.031124,50.21036677,35.04938308,8.68444908,8.538078425,89.84734561,111.5532668,54.49807365,36.62803465,8.640196668,7.796567426,83.85964653,98.90792094,1
PI425714,51.77851606,35.76759304,8.451671683,7.780026798,83.96674307,100.3463004,45.92015096,33.94541326,8.536672081,8.223558596,84.66436022,109.6102075,52.92575747,35.85089968,8.24862999,7.693246503,86.12766465,99.86556326,1
PI425725,47.64496756,33.93512629,8.290537951,7.305198395,84.09284696,99.08323089,43.91807631,32.6888595,8.38263663,7.86491562,86.43590795,108.5283975,47.47021479,33.76001351,8.036141503,7.25823723,87.96014926,101.4999435,1
PI425726,49.45701632,34.83118572,8.420510717,7.503595891,83.19125526,99.01896995,47.53261759,34.02163316,8.654552502,8.314419645,87.5355422,109.4205046,49.4185087,35.08358111,8.476531354,7.416344039,84.37310824,98.61708872,1
