line,l_area,l_perimeter,l_length,l_width,l_apex,l_base,t_area,t_perimeter,t_length,t_width,t_apex,t_base,r_area,r_perimeter,r_length,r_width,r_apex,r_base,leaftype
PI363326,43.07812423,33.29910451,8.127652003,6.942206717,81.19522342,94.16068249,39.9840567,32.06231935,8.184624385,7.350822722,85.61043441,105.9736627,44.29371054,34.36116207,7.944525641,7.079548945,82.7074724,97.42076548,1
PI363330,49.14825134,34.85019249,8.556569742,7.312913683,81.7731677,98.46139846,46.40043694,34.04095485,8.926743789,7.816603449,81.00355049,103.6452152,50.08757652,34.79340272,8.740288854,7.369047283,80.36009645,95.73744955,1
PI363332,43.16373818,32.42166456,8.115882044,6.844832436,82.40660378,95.70440453,44.9173207,33.83104242,8.7376611,7.737726959,81.58147733,103.8826023,45.16939293,33.31324157,8.142871161,6.832872134,87.54581313,99.29618159,1
PI363333,55.34489711,36.25777179,8.685206953,7.872327845,86.80664793,100.486584,52.41569025,35.76292654,9.189185652,8.504748025,85.81840717,106.3942573,55.05954633,36.1199619,8.658050643,7.739064277,86.71147683,98.35786674,1
PI363334,48.66598267,33.92866446,8.364147394,7.378214919,87.16903728,99.88092828,44.45560436,32.29021239,8.327887569,8.216287779,88.49795009,109.6792713,50.33647395,34.6903336,8.185109675,7.394332717,87.6755156,100.3081064,1
PI363341,46.838174,33.43416387,7.898248035,7.249300832,87.05324992,100.9860683,46.48596319,34.37069788,8.490980383,8.030164204,86.25505298,106.9846104,47.64826886,33.70332236,8.395339637,7.279549965,84.73648391,98.51535412,1
PI363346,46.00097555,33.89246089,7.839840315,7.059286929,82.71643725,95.20900589,42.8584203,32.08278763,8.166890537,7.596390947,89.11555017,109.9147968,45.01704933,33.4671613,8.020915596,7.005109134,84.43098333,99.16576841,1
PI363354,48.07487618,33.17535559,8.31082897,7.201886994,88.01676051,100.9594883,47.97423347,33.0487728,8.39817226,7.969775705,92.64427112,108.6596106,49.67029031,33.99175075,8.592047253,7.23582009,87.0580497,98.68811861,1
PI363359,57.26419535,36.50435087,8.695904821,8.15565748,85.99973596,102.0438825,53.3784152,35.8407034,8.927149486,8.918664804,87.81873073,110.5034801,59.02892207,36.90309379,8.784457561,8.228277427,86.2636056,101.3795363,1
PI363360,56.48087503,36.41153221,8.635169201,7.956314979,90.01064805,101.6477713,55.96919782,36.55187129,8.999056368,8.89293503,90.13006434,109.4426552,59.33287205,37.48494506,9.031650885,8.029553899,85.51716423,98.48986936,1
PI363362,48.56236449,34.70270982,8.33089399,7.165219462,82.66490574,97.34017434,44.00154228,33.65403149,8.41348981,7.939440982,85.09649939,107.2369276,47.64219951,34.26925433,8.071486394,7.164082434,89.24422539,102.5699694,1
PI363374,49.63865169,35.87371259,8.476591056,7.37572638,83.19884734,98.29066521,47.26677752,34.33816516,8.530467802,8.048669167,90.53940089,108.6660261,49.50636883,35.02308139,8.426062293,7.433291519,84.64015659,99.06095636,1
PI363377,60.89091321,37.71753117,8.892809251,8.179040444,90.21417818,101.6209726,55.92374814,36.67562118,9.050973909,8.730992006,88.2245258,108.28656,63.26866301,38.3019986,9.274285827,8.303823767,86.40227304,97.98081355,1
PI363380,50.56348299,35.03139198,8.54387961,7.576254492,88.02302996,101.1091794,48.81842503,34.3065863,8.586641988,8.208188704,90.73451567,108.690011,51.45543511,36.12336289,8.423817721,7.515735869,85.53631989,98.6246223,1
PI363381,59.19861903,37.57058141,9.02883753,8.106570676,85.18718483,98.07319729,59.67476935,37.76830963,9.282681572,9.170298549,85.29243463,108.9622372,61.0489997,38.26879577,9.414771001,8.142241425,83.89613347,97.09978684,1
PI363391,41.14131203,31.31390819,7.839389174,6.695892876,84.61525078,98.20415636,40.38727728,31.68198152,8.106330351,7.306460421,85.85581345,106.9648089,42.12032802,32.4976185,7.778845909,6.723085428,82.00017588,97.7649387,1
PI363406,50.15036166,34.2622431,8.407948781,7.373465551,84.06862251,96.26671888,51.07075599,35.0296735,8.859928086,8.347246117,89.96724336,107.7283101,54.358444,35.69224704,8.685813028,7.779865834,87.94637896,98.6745984,1
PI363407,43.9268184,32.60736642,8.067608107,6.781028665,81.05132879,95.54814957,41.34828323,31.86928089,8.149598878,7.682187742,86.59180523,109.3318734,46.67322614,33.6822489,8.25334934,6.995080161,82.31939018,96.20106179,1
PI363416,48.28208188,34.39400413,8.395082405,7.222119613,82.7314783,96.43631,45.69048763,32.62030285,8.038951056,7.942082688,87.32499738,111.7218174,50.56415813,33.86596896,8.609951952,7.364534249,84.46103768,98.8707483,1
PI363419,48.51358191,34.32290487,8.622995584,7.253107178,82.07075175,95.58041417,47.59422205,35.90585229,8.914418911,7.99375872,81.06520649,103.3472183,48.95148758,34.70081219,8.562009126,7.241384326,81.06167468,95.2917347,1
PI363429,48.73706497,34.20245201,8.2834695,7.363888923,86.23872183,100.3456676,48.74847907,34.41315632,8.797223656,8.086594966,87.25372531,106.5034808,51.47867021,35.26892098,8.477687506,7.475578027,85.32253423,99.14416492,1
PI363430,49.69851403,34.63460788,8.497177713,7.337790174,85.97516913,98.60850029,50.11042774,34.77295024,8.890079434,8.201647174,86.39834773,106.7286208,50.59757903,34.94014113,8.383508612,7.385883686,88.00421017,99.0088965,1
PI363456,40.23570636,31.4867723,8.029356717,6.522679084,82.78205541,96.11298492,37.41579582,30.36724848,7.640529668,7.006185529,92.88586264,108.5279818,41.50647982,32.5409499,7.983217452,6.600243034,81.38653429,93.501455,1
PI363459,55.08005388,35.81860803,8.619568111,7.865978839,86.39411759,101.3535317,50.30246776,34.69821913,8.761223345,8.397303079,89.83232155,108.0095903,54.95370999,35.82334427,8.703877245,7.789743399,86.20010984,99.15902325,1
PI363474,49.05663145,34.0236554,8.252134369,7.509267001,88.42423396,102.6134271,45.09821146,32.99445936,8.235736905,8.187521715,94.22127531,111.4346783,50.23721089,34.90264379,8.273981894,7.698925434,84.63360648,100.4341579,1
PI363475,49.13593613,33.70027434,8.409364106,7.239539508,84.49997417,97.73551291,49.71765219,34.4174271,8.81352933,8.213177408,85.01716146,106.7271506,50.15103279,34.36179508,8.464587046,7.316314688,82.1567098,96.59020733,1
PI363482,39.69976866,31.01747023,7.938130862,6.476661236,82.13848064,94.65507501,39.62144608,31.76128384,8.21227255,7.199751552,84.50454222,102.0826271,40.00188745,31.50088143,8.177070006,6.415818536,79.00618391,92.02356747,1
PI363484,46.86538682,33.54149572,7.940737883,7.365276986,93.0057098,105.1615842,45.07363066,32.94278567,8.284258098,7.964761226,91.20939067,109.8794147,47.14304418,33.86063066,7.987952089,7.431057525,86.40987845,102.513974,1
PI363493,42.75172472,32.34758171,8.053695086,6.771766503,80.11100666,94.69441756,41.65138686,32.80249568,8.316026203,7.597909294,83.18118985,106.264978,42.1345343,32.91991501,8.156923213,6.667981939,81.05043685,94.03730387,1
PI363494,41.6898133,32.08682383,8.097472148,6.566498886,79.32753928,94.24263839,41.54092922,32.20314095,8.464655654,7.218071743,85.50872928,103.1774706,42.06633171,32.65412993,8.321647616,6.550198873,78.51745702,93.11278271,1
PI363506,54.48804926,35.87024285,8.746946836,7.760830448,88.15613923,100.1718193,48.41856078,34.20127286,8.800918985,8.082649227,84.83630042,106.3002553,54.89731964,36.20093371,8.617086352,7.8083179,88.00186517,100.9429731,1
PI363514,46.52799955,33.87543927,8.070305188,7.36957358,91.5203938,103.8848964,46.60257768,34.08767554,8.380765756,8.260839567,94.39234093,111.4602172,50.07848887,34.89484999,8.20701839,7.66703536,89.00947773,101.5389874,1
PI363516,49.99125522,34.54813681,8.591261521,7.420541976,84.01703379,96.70072791,45.07313433,33.7820272,8.673593733,7.825886542,80.48867673,104.5833586,50.92624545,34.63056877,8.247184019,7.470500445,84.28248553,97.13628015,1
PI363517,59.14677695,37.42625646,8.970863324,8.137415185,85.79196666,100.0989185,57.12334095,36.95579796,9.057351981,9.081674995,91.20406504,110.12958,58.35550876,36.92071529,8.926452464,8.141530821,87.17096568,99.13994843,1
PI363523,59.16145358,37.95827035,8.958346085,8.102963481,81.82503226,96.4940382,56.27545488,37.44727381,9.148833976,9.086321382,87.23348597,109.7223257,60.73151824,38.61200772,9.184218156,8.200036002,83.05742529,96.84555229,1
PI363531,49.18723133,34.47893232,8.524638216,7.264482577,84.701745,97.90833257,47.44079176,34.10570647,8.386520318,8.101590506,92.27344607,109.3400326,47.59338595,34.25343948,8.209677524,7.114583526,85.40496186,98.70032678,1
PI363565,47.28275767,33.8872155,8.051734394,7.223482228,87.6125886,100.9428961,45.56034906,33.89552249,8.765680228,7.806414184,87.4419436,104.3791664,46.86884809,34.49510074,8.317381631,7.234969395,81.86864747,93.9532542,1
PI363566,49.62282581,34.33259184,8.570004326,7.640343837,87.67419465,100.5127483,46.36842723,33.71906246,8.844399165,7.849994748,87.11887492,104.3832723,49.9500966,34.68547649,8.456515195,7.61217459,87.78910686,99.99801448,1
PI363585,39.16787661,30.86394062,8.107622451,6.338821174,78.09748992,92.63273096,37.39586553,30.29402946,8.093257205,6.694077479,84.10818751,105.7828336,39.86061783,32.11527294,8.100968485,6.324710553,77.47258392,91.37933718,1
PI363591,49.00783632,33.81991157,8.259983675,7.44357672,87.34205426,99.72085376,50.22547589,34.50507859,8.603050188,8.368079767,93.25071899,109.9782865,50.50410147,34.66762854,8.046898574,7.540230801,86.05303393,98.69700381,1
PI363592,45.56047587,33.21980385,8.174183894,7.10208337,84.41768178,98.59568314,45.89569237,34.17340835,8.626322601,8.013597451,82.04710696,106.1209068,47.31274692,34.0988203,8.46188751,7.243044378,81.167967,96.60322079,1
PI363595,46.14414272,33.42747199,8.311431609,7.16584044,82.81346155,96.77351509,45.15807032,33.62403185,8.602082019,8.00093761,85.77988571,107.4705373,47.54616117,33.99112404,8.297041875,7.245436261,85.02727275,97.50167753,1
PI363596,42.07434951,32.11991753,8.257992204,6.651861403,78.05583749,93.78094961,42.42569345,32.42209773,8.57219321,7.529214412,81.73662403,104.3901813,42.87236334,32.66079929,8.302680857,6.684222744,77.59914686,93.73647867,1
PI363597,43.08506813,32.19814864,7.822175147,6.925923488,87.98777961,99.28316484,44.87651426,32.94973484,8.217625392,7.932612584,91.02685977,109.7686908,45.64635412,33.17581451,8.214713605,7.149232292,85.72230416,98.34888925,1
PI363600,47.036549,33.30471423,8.244784411,7.355550703,87.2584472,100.5704045,41.16505749,31.79464393,8.078105989,7.520311146,90.16377263,107.9211379,45.4188782,32.9828396,8.002035585,7.192538555,89.67452881,101.5867624,1
PI363604,52.91219474,35.59698879,8.598090133,7.738562528,84.52857425,98.78839032,49.16165521,35.13206595,8.951621832,8.363383377,85.53386918,107.1400114,53.6388899,36.00473825,8.711539446,7.759873471,83.1127925,98.45900433,1
PI363605,49.25768826,34.51654104,8.281814255,7.351621247,87.11374484,99.62779707,48.2041545,34.61530329,8.594114407,8.091287823,91.80071925,108.7172101,47.98626325,34.30757143,8.37505866,7.300292342,84.13399096,97.22862169,1
PI363613,42.31957108,32.03279444,7.611545752,7.005139127,86.0636085,102.1818559,41.39621112,32.29513786,7.895123734,7.633004169,97.27428726,110.8210566,43.46427258,32.19484601,7.854434071,7.004662291,88.04265879,100.5559423,1
PI363615,42.73060426,32.23128054,8.043644499,6.867780143,85.85703948,99.85066182,42.76467148,32.7130219,8.70398492,7.628766358,80.44628896,104.7442148,43.91649319,33.02165287,8.254300819,6.866872957,82.58190199,96.28460384,1
PI363616,53.50474673,35.47232231,8.689643575,7.796329312,88.02950343,99.54849418,51.16421581,35.09702925,8.596408112,8.377962696,94.63095385,109.4419911,53.22256171,35.50545234,8.391268754,7.783299548,89.95175127,102.1533793,1
PI363618,39.3927126,31.0474804,7.766070541,6.506897771,83.24111435,95.3522249,38.66009234,30.84792183,7.7500246,7.216862469,91.00066901,109.5262083,41.17380652,32.68479029,7.675791827,6.816998927,86.80728972,98.70528319,1
PI363620,51.92635037,34.57093658,8.464660322,7.691933122,89.36062656,102.2856068,48.91893248,34.21474499,8.692100276,8.298294034,89.85751098,108.9603221,53.56918695,35.41159901,8.443777672,7.758511807,90.03562755,101.6810653,1
PI363621,58.74857976,37.38440114,8.639664003,8.198191471,88.74475762,102.6398699,52.75007274,35.55650811,8.674292833,8.826328574,89.91836255,111.7410059,62.61025164,38.76307242,9.135293077,8.400008713,87.68969257,100.6497354,1
PI363628,45.81886821,32.88212108,8.232703185,7.142085719,84.03880039,98.12068471,45.87979306,33.72463096,8.449493344,7.957269312,87.30443201,108.1411018,46.9904191,33.64663075,8.265599345,7.213816401,86.54037021,99.15583064,1
PI363631,50.86758626,34.80661085,8.483218957,7.489508373,88.02101082,99.9375719,49.46979976,34.64625826,8.783632538,8.194319071,89.1183009,107.3303796,51.31684499,34.68678648,8.556383079,7.546360398,89.34809872,101.043234,1
PI363635,48.0839116,33.89411271,8.048950234,7.48757248,92.10568535,102.7236264,45.78137173,33.70049505,8.334934993,7.932757861,94.23297763,109.6123046,49.06642737,34.32182741,8.397395662,7.491564619,88.64937417,99.75672607,1
PI363636,43.19224639,32.862667,7.871098087,6.91460163,87.3418335,100.053456,43.40453379,32.33648792,8.26122356,7.682337884,90.34611033,107.8118368,45.10518628,33.04698417,8.220701408,7.071387103,83.98473005,98.63117365,1
PI363638,58.80577377,37.1407526,8.934096085,8.150940627,87.31925119,100.9023993,54.04104244,36.27629265,9.193890796,8.825356625,84.56290855,108.2556524,58.91109154,37.34987447,9.139341312,8.200957838,85.28115859,98.99632793,1
PI363645,53.53682394,35.26445656,8.310611877,7.951945812,87.12012053,101.202595,47.69193803,34.07119586,8.561392599,8.278201762,94.04464558,111.5168847,54.201394,35.99666775,8.417495045,7.936041611,89.24990069,102.4046856,1
PI363647,53.41103555,35.66905317,8.316479379,7.724493228,91.83076691,103.6024744,46.95891686,33.74191117,8.350131771,8.288718047,88.58053018,111.0040455,52.65866602,35.29085571,8.478250782,7.637619166,88.23340422,100.8859253,1
PI363657,41.20051351,31.59604149,7.887114938,6.845555669,85.26305687,100.1845713,40.5386723,31.72413781,8.444070497,7.291792686,81.92143299,103.7306101,43.03870598,32.91909784,8.111710376,6.856675331,82.28391468,96.46238123,1
PI363668,47.52222531,34.15730499,8.683715218,7.131304466,81.38768412,94.65459508,45.15299774,34.42860639,8.739785853,7.782418936,83.67130624,104.9657289,48.69225936,34.64713378,8.61647875,7.144726015,82.73947479,93.25020279,1
PI363678,42.1424906,32.58218971,8.257952616,6.741803517,77.79803262,93.74413519,39.69490067,31.76795481,8.336741994,7.104495449,85.72734903,102.2744023,43.14178592,33.22313638,8.374366403,6.739090808,77.1922627,93.35473412,1
PI363696,41.05526198,31.7979324,7.963260675,6.644934903,82.14977063,95.76076279,39.69597806,31.42951988,8.180880041,7.307324773,89.1830919,105.7533055,43.77868213,32.59094278,8.15444785,6.877586504,81.90584223,94.85227918,1
PI363699,50.4922481,35.23514691,8.59028893,7.541738117,83.74643334,98.784466,49.97340351,35.40701984,8.502771335,8.549665213,89.38069554,111.8373872,53.28525555,36.5149603,8.882615721,7.728842402,80.84996195,95.94388029,1
PI363701,64.24866014,38.43853789,9.158538318,8.577467944,90.39930679,102.5632922,60.56918095,37.88734968,9.223519472,9.306649586,93.21196004,110.6454107,66.66598391,39.1542673,9.251847394,8.755765795,87.6233309,101.1362108,1
PI363704,45.59316569,32.3504851,7.646907831,7.081554976,87.19873818,100.0436106,44.62369929,32.28239645,8.223647965,7.824907171,92.47267459,109.907694,45.45682363,32.7600802,8.43013307,7.012280599,83.36062159,95.78758339,1
PI363763,59.32757112,36.93149077,9.127024437,8.070212468,84.56301283,97.66917623,59.08697557,37.44147178,9.210089678,9.09737858,91.67212552,109.7356401,60.23811934,37.3038823,8.934274564,8.160200282,85.69096331,98.57665247,1
PI363770,50.00150649,34.94236058,8.519656277,7.594317868,84.69372296,99.18433365,48.31522879,34.34419638,8.439041353,8.382085988,92.77192736,111.6975378,51.306118,34.93269523,8.323881866,7.737155251,85.67885893,100.8096658,1
PI363771,58.77055174,37.49530392,8.820378494,8.23137207,90.25736681,102.7960956,55.81565595,36.56998135,9.030539176,8.897132504,91.11048072,109.7722587,59.2161689,37.27004867,8.466504103,8.261847049,92.16805457,104.1354534,1
PI363778,49.28142022,34.05902724,8.481521855,7.366695179,87.32560781,98.86259031,47.52758412,34.1394916,8.463100388,8.331345836,95.31534981,110.6778954,50.49745553,34.81852971,8.335590213,7.566205251,85.41087033,98.40050005,1
PI363779,52.55679854,35.43616427,8.634915787,7.622892212,87.78166292,100.5042169,48.79420887,34.76463034,8.945149822,7.981561006,87.27014654,104.5003328,52.98083957,35.61181384,8.732173615,7.65388307,86.52529319,98.497534,1
PI363781,47.92475331,33.82081234,8.519714124,7.195208442,79.7369241,95.86319011,45.85535674,33.35628485,8.647005057,7.911494446,86.01146703,106.3996137,48.26730156,34.13596301,8.455926572,7.286493205,81.71709074,97.21902997,1
PI363782,46.56868801,33.23853053,8.368292675,7.090154407,83.49472171,95.83821011,46.42185513,33.58545342,8.430510053,7.846037458,86.02853062,105.4868537,47.70275677,33.62798601,8.433748264,7.034541889,81.99591901,96.0793799,1
PI363820,42.16784211,32.05712846,8.240121285,6.84450845,80.62059539,96.21874515,39.33649092,31.29200726,8.316906176,7.245755095,84.47815083,104.5729925,41.62983604,32.47508695,8.143944324,6.747118682,78.83188868,92.62263468,1
PI363821,42.40097629,32.26983892,8.245226168,6.880960392,82.15311946,97.31819573,42.46633705,32.58340502,8.425375567,7.527930961,86.8110784,106.2127039,44.45317318,33.3489393,8.155590702,6.981803046,84.04197375,98.51534202,1
PI363823,44.69112996,32.81472757,8.168967759,7.134434389,83.29481961,98.16284557,43.23977418,33.20895309,8.182136685,7.857517101,88.31658962,106.6619415,46.44536831,33.17170039,8.165146367,7.260726444,85.84508589,98.82067365,1
PI363824,37.35072802,30.57642494,8.177270699,6.145661546,76.81188891,90.11754362,38.61486839,31.23868149,8.352203722,7.08097625,81.71495876,103.2489444,37.34734845,31.23623785,7.834079469,6.262811751,75.84081951,92.1452615,1
PI363825,39.58115578,33.22549615,7.906142077,7.380894411,86.03821461,102.5671231,39.27234658,30.50102007,7.648735174,7.475185104,90.79182489,111.7220507,41.31789068,30.91623447,8.119335475,6.746410177,83.69943502,99.46072867,1
PI363828,48.35301583,34.21672555,8.458312726,7.492353386,88.54726952,100.4980323,48.83962982,34.3647714,8.752031345,8.156715484,87.89762221,107.4747441,49.53499831,34.88737505,8.716990734,7.451062423,82.62658084,98.19079245,1
PI363835,49.34896436,34.29579614,8.299664769,7.406038874,86.26162645,100.1311139,49.26241773,34.48740005,8.739713268,8.182034288,86.81120352,107.6765453,49.99344679,34.70150214,8.379919277,7.418209545,87.67782755,100.1926902,1
PI363836,44.12491545,32.7469968,8.12074187,6.954215533,82.58958321,96.57376411,42.83464817,33.75798795,8.470892977,7.753597681,79.08642729,105.0462416,45.46248318,33.36875206,8.246869523,7.044330625,81.77845274,97.73250183,1
PI363840,48.9607365,34.05490252,8.486791295,7.404003584,87.08964646,99.9186989,49.65637594,34.21982764,8.858688974,8.213881534,88.00669436,107.3003024,50.28004939,35.05650229,8.602163232,7.407577737,83.43150686,95.57383869,1
PI363869,40.25478423,31.24488031,8.023596033,6.569038568,80.67636793,93.49716294,39.48467871,31.02777508,7.862690944,7.134453132,88.85617127,106.6221996,41.08236175,31.66626041,8.131028218,6.620959643,81.51270577,94.21602567,1
PI363898,40.3964257,31.18510491,7.939683315,6.612816508,85.69041456,97.94630235,37.73414559,30.34969185,7.986687567,7.056742402,85.19397256,106.5056313,41.6623913,31.64481548,7.829197781,6.788811694,85.20874372,99.48399467,1
PI363909,47.31668586,33.37664516,8.356336862,7.278225891,87.19440681,100.0395847,46.89517069,33.46449342,8.406382835,8.050282074,91.02045817,110.0355243,48.14483148,34.2046576,8.217016286,7.355448311,85.09862227,99.90695693,1
PI363924,56.30429241,36.04656974,8.817668394,7.923420408,85.24828578,98.97896151,56.39852552,36.48711265,9.158882353,8.836639856,86.79765974,108.0366134,57.08631537,36.80172312,8.868302904,7.937227456,85.73195556,98.41024191,1
PI363974,42.44996211,31.99479996,7.783668707,6.819613487,87.32411452,100.5503459,42.5630127,32.18438988,8.349063492,7.620127377,88.56363618,107.2330438,44.27201796,32.78615271,8.317686015,6.832688068,83.55979549,96.4152769,1
PI363988,51.26959042,34.56399424,8.277157247,7.721261995,90.94989132,104.0937423,49.02062994,34.65550886,8.858430366,8.39477296,85.28546892,108.1180037,53.10144213,35.63048019,8.647630105,7.960983135,85.29054444,100.9104723,1
PI363989,61.65207645,38.06675874,9.115607221,8.172804726,85.20324359,97.60096669,56.54870028,37.05141064,9.059933423,8.682471585,91.01998076,107.5526545,58.32365111,37.45396044,9.097620247,7.860925662,83.57862513,95.62329265,1
PI364007,52.6542451,35.4275949,8.426106043,7.861064296,84.50006237,100.8313387,47.18176227,34.31484694,8.610015782,8.25418255,87.46396737,108.5935035,53.21545675,36.04972689,8.445903651,7.909511685,87.63219096,100.4195933,1
PI364015,45.77266424,33.14848495,8.128364187,7.231029053,82.67700269,99.43671661,44.43830932,32.97229058,8.411308082,7.868822963,90.8558457,108.550536,46.84741207,33.88527536,8.237204316,7.269022296,85.02507992,98.24266539,1
PI364016,57.64300244,36.45887839,8.691528554,8.042568306,85.55775498,99.44491539,54.18660118,36.03933652,8.679223305,8.738311599,95.81487021,111.2231969,57.36029341,36.34861411,8.616882549,8.07031801,87.01712504,99.85494733,1
PI364028,47.52649156,33.22326021,8.685851149,7.189805259,87.34166578,100.1112608,45.76800651,33.90772175,8.124287384,7.861055761,93.45789826,110.0539625,48.3349977,33.51675673,8.672752124,7.220518012,86.88490362,98.83499564,1
PI364032,53.23209607,35.66228858,8.866125563,7.706670145,86.59004571,98.61705457,53.13853854,36.29013529,9.151526102,8.667153656,89.91771451,109.1611606,58.35743608,37.66013442,8.839948601,8.064372778,86.4356886,99.34584025,1
PI364047,49.98109158,34.87852623,8.455061145,7.581067949,85.3996405,99.10271583,46.69204719,33.66885813,8.394066644,8.162357661,91.64766755,110.9633131,51.13135145,34.85640455,8.63653545,7.519820206,83.55314127,98.04349457,1
PI364049,52.38471109,35.19716884,8.316057882,7.792366568,86.85322324,99.80158836,50.85686934,34.89935459,8.69304612,8.350189469,92.25544438,109.0982367,53.45884542,35.69433522,8.369800343,7.797155252,85.76697617,99.13980826,1
PI364070,45.51900779,33.12541338,7.937736329,7.162097538,84.8355514,99.14806881,43.16877219,32.48437275,8.299513214,7.721680894,90.89875245,108.4440175,47.8548065,34.00812323,8.403332807,7.286613361,85.21111366,96.50240365,1
PI364119,55.37429037,36.44181551,8.753446296,7.928699823,88.04228456,101.8115153,52.05710773,35.60890022,8.915979898,8.519342374,88.45395494,108.3553033,57.0799868,36.90994812,8.589396627,8.001563797,87.50300105,103.1871782,1
PI364123,47.34031619,33.75964614,8.244909521,7.325650492,84.64379386,98.80470652,43.65607579,32.85328869,8.495954494,7.82019412,87.04686053,107.4428722,49.04704757,34.76956108,8.604988333,7.363228318,81.88591388,96.6342873,1
PI364167,45.49100586,33.16375148,8.028796143,7.051519749,86.3096539,99.23455454,46.96406711,34.49151959,8.383737492,8.182381392,92.22274865,110.7038792,48.13670025,34.68376305,8.273086046,7.264884112,84.05265806,98.450227,1
PI364173,56.98757125,36.74332555,8.719638926,8.121944524,87.61130882,100.981563,51.32134729,35.38118563,8.6625952,8.643006657,92.06328956,111.0143721,57.54693279,37.13601194,8.782191202,8.114356002,86.85424613,99.56102835,1
PI364205,50.79654628,34.72894479,8.187743877,7.562342779,86.93096804,100.3089025,48.97889753,34.55162538,8.584972989,8.404565736,89.52192231,110.2543389,51.85536983,35.36372655,8.4840655,7.585819655,87.25927079,98.56514715,1
PI364207,55.59580117,36.36000409,8.645823806,8.071887922,87.16199055,101.376959,50.95575289,35.43182992,8.590915418,8.746632176,90.30442152,111.973263,55.80650874,36.49763955,8.633300456,8.093409408,86.29208169,101.0555762,1
PI364212,62.62937472,38.25654561,9.112449206,8.445434648,85.83618929,99.60416056,58.77723504,38.26568194,9.244560418,9.120501433,89.1260703,109.4434727,61.81262169,38.55366331,9.064628604,8.376374147,86.34490524,99.62160386,1
PI364213,52.56365317,35.58290365,8.701099568,7.61954888,84.08098884,96.20126046,51.07335705,35.57409247,8.932025237,8.705241083,86.86401823,109.5909276,53.77008265,36.03793809,8.992631966,7.65739181,81.83192113,95.28158303,1
PI364214,49.68018181,34.53527937,8.328133262,7.36621329,88.1643328,100.3650092,51.25856865,35.30523887,8.767784861,8.426305385,91.16117549,109.0856341,50.82429513,35.27579964,8.594023976,7.475810781,84.37112159,97.45066078,1
PI364218,53.61834461,34.44448564,8.888552288,7.439531233,88.9760153,99.95507573,51.03155796,34.0034956,8.617274657,8.110080603,90.94332909,108.1908637,53.4803484,34.65018119,8.652647373,7.486148444,88.05115851,99.64947124,1
PI364224,42.56056324,31.93772827,8.05951518,6.817642681,84.93945535,98.99986988,39.36301899,31.42163048,8.164501904,7.472149164,82.27146122,106.8661729,42.92642269,32.43420142,8.140625805,6.90949569,81.74354512,97.51719146,1
PI364225,47.57680133,33.79827943,8.022631771,7.371496653,88.87336904,102.6526338,49.43392509,34.67573088,8.622863888,8.244871292,89.04206305,109.0114521,51.37377117,35.26107724,8.625145818,7.548605713,83.72958407,98.67104936,1
PI364230,51.64230607,35.16444069,8.64765387,7.594857793,84.36110501,97.97791173,50.49523329,35.12733663,8.641373044,8.383833714,91.28056847,109.2541516,51.46959754,35.20237898,8.664308951,7.615526537,85.22786921,97.7719728,1
PI364231,50.43679839,34.90271981,8.431891309,7.357091731,85.64207634,99.78112867,44.87812539,33.75139353,8.628979541,7.812124501,84.51054291,105.7592749,51.82939714,35.57520184,8.863009954,7.502912853,81.83721543,96.37671881,1
PI368266,56.59507377,36.02611144,8.352147442,8.135068883,93.59929275,104.8073144,51.75509201,35.34592235,8.678922731,8.503373866,92.77893293,109.9084177,57.22161258,36.34678087,8.698790918,8.156341149,92.18470429,102.5120028,1
PI368274,58.08901002,37.68061027,8.919790125,8.150006048,86.94845363,100.2448426,53.13332995,35.84271036,8.955619688,8.648922256,86.72203868,108.3986913,57.17695506,36.87947071,8.889901767,8.109641919,87.07772988,100.5658808,1
PI368275,41.95876918,32.16356296,8.0329427,6.769199969,82.19717961,96.29635689,40.06071543,31.5320443,8.072175668,7.443057572,90.39499099,108.4499172,42.18215066,33.05264485,8.010015624,6.805851261,81.95561428,96.16372911,1
PI368276,53.77489431,35.56516018,8.515913036,7.758520035,87.46092807,100.9899245,49.73815846,34.82869963,8.934689541,8.218441693,84.2480995,106.2063078,55.79010635,36.46822364,8.880412832,7.833557439,84.10585398,97.91546409,1
PI368277,57.62444706,36.63744818,8.982613101,7.989827072,87.77832508,99.27874329,51.06254294,35.20515604,8.944823069,8.387007457,86.72484778,107.2654862,58.62690884,37.1104611,8.614179968,8.069841542,88.82363613,102.2981926,1
PI368279,50.90013829,35.22272348,8.335928342,7.486148894,90.71990658,101.8591524,51.57468645,35.38945516,8.270174982,8.391196007,96.14755062,111.9464801,52.33808137,35.38472917,8.393729546,7.549097513,86.75376449,98.94093968,1
PI368285,40.22086611,31.19427202,7.723440271,6.69028334,83.54098861,97.85504145,39.60091378,31.57503004,8.078185372,7.364816048,90.344042,107.7023036,40.89623912,31.72675155,7.855679744,6.830712062,83.90162228,97.93563974,1
PI368302,43.28945264,32.375338,7.92431418,6.954735073,83.22119497,98.64615362,42.11542694,33.27990393,8.195831696,7.701058312,89.16212067,105.9287983,44.83189208,33.50086459,8.13697136,7.02049945,83.34864227,97.82832261,1
PI368305,44.63617131,33.28801899,8.089465499,7.045215945,85.21530152,98.98780571,43.00768745,32.7234322,8.060710836,7.657891611,93.90770832,108.6345871,46.69796354,33.92957911,8.311131728,7.223059571,87.47669311,97.91674574,1
