"line","l_area","l_perimeter","l_length","l_width","l_apex","l_base","t_area","t_perimeter","t_length","t_width","t_apex","t_base","r_area","r_perimeter","r_length","r_width","r_apex","r_base"
"PI164889",43.3559425835228,32.5830528736258,8.29045034060125,6.82986246125827,82.2858488583125,95.0835026237799,42.8842698234866,32.751585657939,8.65841691964656,7.72535976323989,80.6860147408984,105.553461900062,44.3354608685886,33.0485445547117,8.38984846288342,6.94471424827198,79.9613729759879,95.4130994143445
"PI167295",48.1095997367034,34.2594079904143,8.49454196657132,7.19935968080214,81.6531943793689,96.7392759286008,45.3975481680852,33.4289109380126,8.51315986044899,7.94875300967006,86.2680618633055,107.465434244632,48.0706270279723,34.6571409697778,8.60098529211413,7.15239893971918,81.5445011103839,95.9088420329174
"PI179703",42.8623027959283,33.7123076288932,8.48487900367838,6.81967003094008,80.7931988304929,93.8825039812414,43.2780191682752,32.9867675233754,8.78828601624325,7.67837810664067,82.5821492286075,103.854963777323,45.7886163740177,33.6673450022439,8.81018896084151,7.02966331082681,78.9414480288866,93.5943632574651
"PI183458",62.636259093121,38.2211963599328,9.04421052446542,8.56463681952448,86.7328980380111,100.900911671815,54.9528590244055,36.7505500687324,8.85824119721986,8.93648166411364,90.3763324771412,111.367571383446,62.5029824410315,38.7777254998584,9.05015153434371,8.56004912935651,86.277315776891,100.074777075948
"PI183936",48.1634239508972,34.3250732296699,8.33959171240137,7.35073571022339,84.8762334938153,98.3728683894396,47.1094104997539,33.9980108519928,8.66673161670039,8.15003425340577,85.4265273997363,108.050986067711,48.3949797786384,34.7309414644615,7.89166634860635,7.458341467432,86.5355114284534,101.776928228669
"PI199355",40.6586342905332,31.6028957194497,8.22454515074376,6.61525229806321,80.1576861559895,92.9060243551199,40.9939071556623,32.6758690177847,8.50508171912833,7.43119085914568,85.8609349578459,104.194505403371,41.2603790092893,31.5957046284061,8.10267326531792,6.70369505228972,81.6444085728526,94.7001555111037
"PI201869",51.96128424963,35.6738593875983,8.76908226966215,7.63898892822651,84.4973611336832,99.1503454071234,48.3184838762855,34.2893906617922,8.98969490150056,8.18092458051664,85.3356275829755,105.685780908966,55.4330093687725,36.4725721670629,8.9437747807933,7.72896742697405,80.5038441128396,96.0087182879908
"PI201874",50.6446497166953,34.9380496699132,8.57742286970239,7.48960645421717,83.7698781616634,96.7972593629727,50.2835915819868,34.6439424974277,9.00258950909028,8.37531372439171,86.5472696932949,107.129635014798,51.1569573201713,34.9061304679468,8.66346305032653,7.53933960210928,84.3833011826296,97.3405239468999
"PI213012",46.5796995164236,33.3413729102399,8.30589098744877,7.12797471642739,85.2960646606707,97.7154744997063,46.9977965779966,33.4638992373418,8.63701807235578,8.09190701696202,89.9469335243144,108.29888509761,46.887498304113,33.2396181367976,7.93276282048025,7.09400638615404,86.0995191752179,97.4351409089895
"PI254557",45.2852954398862,33.4053806114932,8.24148620778065,6.95675803902189,81.3779720514132,96.2685996510584,42.4557303215637,32.7082970084569,8.45745191457719,7.58943018314416,82.3440415148747,104.967413438638,47.5188099579899,34.2569479355902,8.30452794742055,7.07692012199775,81.9354023572987,95.9053786737561
"PI264686",47.8438453170775,33.9442521778176,8.01766203342921,7.24913809354303,83.6459055530978,98.1680716334513,52.7270411906552,34.9662655416763,8.57342814854427,8.67852000282323,94.1957903796871,111.819103062614,48.4637361536968,34.0238153335646,7.95189625791564,7.29784005133592,86.4935371119766,99.2931826312664
"PI271401",54.3051930845361,36.9514325840601,8.73362425794992,7.76172933976377,81.8134516704718,95.4212665280013,54.7022644662539,37.1561376801381,9.09472866265289,8.87637030993908,84.7072620829614,108.830622854002,56.4754456593086,36.969588118907,8.7715671433302,7.90446694482082,84.6939671330938,97.7484439580118
"PI271403",55.8507870670503,36.6057239385311,8.70351753489767,7.85091504602761,86.2431910859329,99.5279356046591,54.421069047179,35.9835341924963,8.6826156229174,8.91205011510683,94.8888703917245,112.827160458726,55.9980588812999,36.4976427166677,8.71191654768967,7.901773108248,87.1083186584401,98.9808077616269
"PI271404",50.5801717111365,34.975242678805,8.38866216861948,7.59428366891706,84.3230723955206,98.223812048536,49.3062280560882,35.1882257400758,8.67812562776852,8.43938360386196,88.5129875063364,108.571058464806,52.580181446557,35.616694167297,8.57282340220394,7.75011317884406,83.0811900939983,97.3749998113738
"PI271405",39.8608700396316,31.0679006999371,8.04128322139629,6.41360660978888,80.7820979118816,92.9465640088042,39.1474714499927,33.1659615080168,8.28957050281311,7.20520099803759,76.716648819983,105.325481449205,41.5595537369052,31.942134295738,8.22405411588159,6.52386604926977,80.5275425867187,92.6237666863079
"PI273487",54.6982507674482,35.8491928636639,8.64701811804383,7.85246829775704,86.0931452269946,99.0728257094972,54.4090670349865,36.9547394057042,8.79382418524627,8.87785124596598,90.8498203213358,109.989909470136,55.4529524932909,36.5162810716227,8.66524636610237,7.91647264717534,85.5616640417113,97.594961832572
"PI305413",40.3925464027184,31.478450975568,7.64922735277858,6.64766326061664,81.6957598178873,97.2438709053988,38.5901841930221,30.7811602620372,7.98694418507039,7.27681363713471,86.5188847487564,107.898655097864,40.1197297252023,31.5245314635806,7.67778005191268,6.6714977675986,85.1974324398271,98.6995851900759
"PI323292",52.9229883296665,35.4747397260116,8.36759852550065,7.73361801426075,89.4224817393327,101.258977811075,50.4832178281842,34.6614252484579,8.68991924293789,8.49038824335295,93.4921759296706,109.189027409966,53.2532846594247,34.9534784422916,8.61769161018892,7.71366647612173,88.4827845039893,98.4568881695261
"PI346313",45.7692285130525,33.6734846453428,8.06183070265784,7.26231066237659,83.8036959716851,99.4227379604737,43.3629937148141,32.5554938407361,8.03967520908438,7.98668844871831,94.2164928762316,111.912008669685,45.6168273787126,32.8952938748022,8.0612834160825,7.28391700180124,86.7715196188266,99.9803626315733
"PI346314",36.9169320391044,30.2427722530236,7.8271738364956,6.11135117779399,80.2027885555795,90.6589840407351,35.5103428396997,29.8729192590522,8.08525781718795,6.42764594257929,83.4265074479673,102.187975227861,37.9348926977974,30.3810001776085,7.67587167013888,6.17859354409039,80.7267032068305,91.6994868996541
"PI346315",46.5323715857238,33.393938817099,8.32653781429173,7.15872532043846,85.305611931938,97.1131574567444,46.4729396562345,33.4991921267793,8.53491477503398,8.00747183518136,88.4569632342723,107.700850693337,46.7801012160292,33.6075378727294,8.35740665388904,7.11285812121679,84.9613971717068,96.9813798131718
"PI346316",43.9302329714433,32.4375582683692,7.83504457354892,6.91032740717814,86.2804045232381,99.5173757056715,41.3819073554288,31.8427849054993,8.23603603068369,7.48266191638911,87.7198013356389,107.447507578584,43.8109082250204,32.6654012811078,8.02758302135022,6.86470133969473,83.7983526032918,98.0061617603845
"PI362296",51.4903937545118,34.6964945451295,8.44666860723996,7.51203781382843,85.4078566026003,100.05651535574,51.4826353177967,34.5682507901201,8.56898529544078,8.52884174115556,90.70910672277,111.322462977784,51.5928289749865,35.4412996405863,8.51320145323371,7.46433263057417,82.9922211221417,97.8785178310279
"PI362298",54.5566514377446,35.737764875402,8.50836476518459,7.68402276259652,87.0856400450095,96.7872915466694,52.1868973586448,35.9510744337222,8.93772598931266,8.34377015130975,84.4879702524428,105.231598045092,54.3049727875362,35.6432282993836,8.71943813995485,7.71233569658279,85.6989724672539,98.8959300326498
"PI362307",47.423646680749,34.1002061926916,8.41628273946964,7.31201147099612,85.4666534138034,98.4935977812444,48.4426738545537,34.1063090105617,8.77987374220824,8.27645845074916,89.3048940366986,107.780814012652,47.5788192663226,34.2574687264276,8.36898797612694,7.30206750728675,83.5587599149024,96.7302626900498
"PI362309",45.322456825874,32.8495122604772,8.35028607764599,6.96695437966733,82.2264258433813,95.9113817891065,46.4751967883701,34.7461906974977,8.52149872865706,7.96098289111754,89.4442268021088,107.712209751361,46.7769061642047,33.2056122470285,8.27731403671902,7.05728565560245,84.7169565691527,97.9185083458215
"PI362310",44.5703865820716,32.9338244596009,7.82452304949502,7.16868716345336,83.7436095935387,98.4471730561179,42.9517257673174,32.3432192031017,8.30298663158663,7.80481976198729,90.0204359414907,108.617312549415,44.7920663245362,33.2904923764374,8.15665470975306,7.23217255996327,87.5478805283641,99.9701999298772
"PI362311",47.6284235703154,33.9458460502044,8.29344160262871,7.47034327345173,85.4616632617781,99.0417381078056,48.2539870580274,34.3826080667622,8.70755344657938,8.25941062789141,89.3195115576741,108.455514083436,47.4255689238137,34.637598509057,8.35863595596176,7.20095010844305,85.5225559141079,97.0008383812351
"PI362315",54.2135876622332,36.1752047232951,8.98107326523573,7.78194044956937,84.6739295346945,98.6049100637574,56.274149024182,36.8650196175953,9.15743678545111,8.84424250703313,86.0269895800661,108.226095005663,53.6002206257853,36.38447930998,8.84189235968218,7.76998836298852,81.8697050588774,98.0821093594822
"PI362316",48.045076637413,33.7471798072286,8.48794805813118,7.31379803742521,82.47259190107,97.3191614057568,47.0807307880273,33.6266821797569,8.41185740788223,8.23566571703682,89.6671512440887,110.916477771624,49.9261521922705,34.9202118582385,8.50110030520212,7.47828385805389,84.1758645030015,98.2067466502081
"PI362317",46.3476265079679,33.9020634793775,8.26888608503699,7.31580660385439,83.7559787309658,98.0447733241311,42.5340839106181,33.136484242824,8.31792772311358,7.74497146619859,88.6109653369513,104.520302680333,47.1323111877585,33.7486070918782,7.99423975936126,7.35186193372088,87.2386652887824,100.238380781064
"PI362318",49.0492530009536,34.6562866813163,8.74781468559659,7.4348452302165,80.9915301468167,96.1214542236547,49.1396774824665,35.1586254913559,8.92075850345415,8.33647292706518,85.840185441799,107.23185979737,50.0602856171556,35.0312515498164,8.62093547483913,7.53057769809572,87.2626138196278,98.6405649098069
"PI362322",44.6287422362054,33.935355075988,8.17645930220072,7.02890599698661,80.9636031921536,97.2666559360826,45.1078912159584,33.8612844370455,8.43001466451763,7.93788502817459,87.0625956276256,108.443654131636,46.7921439971877,33.7969979137573,8.41576865007891,7.21130673338299,85.1490292545246,99.0324007612479
"PI362324",48.0633472403091,34.6549233939852,8.10854756061965,7.33458753645574,83.1131936110363,98.6942776415684,50.3246550805856,35.5063085757327,8.67977053718552,8.51293473083777,86.9495867862042,108.634480541083,49.8919603664528,35.0730590276316,8.15735477199484,7.38973952771473,83.5931950271979,97.7499181463058
"PI362326",46.9918820127799,33.6631770630059,8.30001964698142,7.26179272199551,80.9449316357085,97.2177806438123,47.558917388524,34.7428121120109,8.81549970142637,8.24504515180632,85.6159766209198,107.42056063922,48.3049690517427,34.5740176069517,8.44310714837233,7.34214031661682,80.8727184783869,95.2484692118693
"PI363147",43.5936913185854,32.6294640886141,8.01751419244873,7.11002479394299,81.1573976495242,98.6395325212008,42.3368862721153,32.3338190162826,8.37224458444161,7.81311714829331,90.6590610535019,108.346499945887,44.278698740907,32.5912516724274,7.89500182251277,7.11409340577649,86.9484604911928,100.68150798128
"PI363149",50.3136857283216,34.6818764518377,8.65604068916168,7.47324564446537,84.5202955825587,98.2440798597187,49.4007265679413,34.1081142382993,8.54457819772856,8.25949492055879,88.5390893402226,108.920566357402,46.8737892961894,33.6298452513488,8.16669793961231,7.15187885026565,84.9340400857212,97.0045112145733
"PI363152",37.184705087441,29.8780916514598,7.52834520126432,6.32737885691688,85.7712938718647,98.5594656674443,36.2433364407375,29.4498326538331,7.43823839615385,7.00804793583563,96.3771375103087,110.8518217589,38.8438938618775,30.2905243166154,7.55229245459425,6.49382450609905,86.911596370137,98.7512425712164
"PI363153",39.3378064052279,31.2923623225845,7.98790482252218,6.5002435936619,81.1606547315943,95.325073365902,39.3006451021931,32.555771489232,8.37878865436154,7.29557035593279,79.3784032824517,105.767002345108,40.1226568140864,31.4883904210069,7.95982368150342,6.51999204756337,80.9902032453322,96.3676584714677
"PI363156",42.7902159591948,32.5385051214826,8.14845390043624,6.80555129236095,80.733203963491,94.7827032985575,42.4166285673191,32.5108591885281,8.29615522654673,7.63149871368247,87.3804802231411,108.02867221313,42.8363038175543,32.7490659195314,8.1188999419575,6.80311897664306,81.8686487427191,95.7402296538325
"PI363166",40.0127434911154,31.1453983301778,7.83487179666162,6.58597072633718,84.5016103535322,97.3478125488278,40.0218141311141,31.4612700044118,8.34678669348726,7.22633074582803,83.0730262383229,104.298094150456,40.3991502171852,31.4916959968537,7.54183473635958,6.60203540126975,87.2589349329888,100.285153472476
"PI363185",67.2412140470816,39.59719182533,9.52754913789063,8.68092964238476,90.5163386013999,102.087325523221,62.7398993273274,38.9416849158846,9.62451034612943,9.41726658724336,87.5433853956789,108.272947285078,66.6502866864891,39.5998799641616,9.70161788501808,8.5703234762054,83.7361728981078,96.9710058219118
"PI363189",43.2786340212545,32.3704025325437,8.01483476170191,6.84547929450976,85.4008700796759,98.3693712236481,41.8466956805779,32.6180653925999,8.20862752692905,7.58587240675651,85.7939450868288,108.412387232059,44.7517245323746,32.9913692677528,8.27652626630323,6.95674584103949,82.7610610586198,97.0185313032018
"PI363190",44.0662144279249,32.9753471862105,7.90116205127501,7.20486802342943,88.0384582380329,102.660153549319,42.9190468310094,32.8465303616327,8.24552305802697,7.99976468369139,90.5773083609046,110.651537316187,44.9467957262994,33.4274888185646,7.68026968726931,7.2225542385128,87.1093559787171,102.227320623686
"PI363204",50.0109013772587,34.3637675501921,8.38569350462528,7.43147026284928,82.5380837592568,96.72981801249,51.2935289806448,34.9498049293,8.68691168886985,8.55007303957333,91.1572263389525,110.306917060068,50.686902238163,34.7414348235114,8.38187079894008,7.47657468804842,84.4012662234475,97.6018196235167
"PI363208",46.4423685163131,33.7211784681969,8.39167271565478,7.07604174426264,84.3799314705561,96.8695376161572,47.1210828769557,33.8484248664186,8.82545260567561,8.049886489598,86.579840827765,105.836745761605,47.7568382270334,34.3559140437751,8.43655793366547,7.1549643614983,84.5777292238408,95.8520896817865
"PI363222",54.3970101530857,36.0175303534648,8.81619772394337,7.6812018359087,86.870264104212,98.685748175973,56.621321800111,36.4855777009184,8.76249863374539,8.92735039473878,91.7455028640298,111.550987954781,56.0880387506545,37.5964373078703,8.59645955491305,7.86683787095981,83.2945634613543,98.6883690427096
"PI363231",37.4463914657638,30.0421966228193,7.47416493593714,6.47641761719632,86.5756287706019,99.0103542607374,36.2401671721315,30.0552199907071,7.69130512556328,7.09290289863128,89.1508492162744,108.646143124226,38.2231405798792,30.729801447038,7.56682761052747,6.52514142628904,88.3215047400593,99.9173741040155
"PI363252",49.7361473563255,34.7129203948548,8.18769039995638,7.46322014943162,90.1571489164148,100.86180232873,48.4957456923184,35.0051415156899,8.37832242194683,8.29449320185729,92.9772188043171,111.067262917108,50.580855938248,34.8988018206537,8.2638560245956,7.49382544688344,90.315374473589,101.064579936952
"PI363253",46.9156558629381,33.5314642604621,8.37650436504345,7.11177829486499,84.6747647788949,97.9827138854629,48.8576425282291,34.1153216359565,8.72773188504078,8.17950859711105,88.4296910783407,107.735240371021,49.4636363056602,34.3757477080235,8.50809790696182,7.38832997595782,86.147534615078,99.6198023991781
"PI363271",37.993386290044,30.6096386480072,7.5185379865989,6.48649253844779,84.4847771231292,98.0821932583786,38.700688273222,31.2010352381018,7.85689384088937,7.26018561874393,92.0319680794202,109.78316898722,39.6676833846693,31.0965564042788,7.73311194840703,6.64406760142262,86.2763386344773,100.006743936586
"PI363272",46.4649527412362,35.4455184165346,8.14180530847609,7.21548634936912,82.7598025437911,96.2161154018759,46.5054643464882,33.9640049836547,8.59703158777822,7.96979291738613,89.9395558224349,107.440724477532,48.0269138524219,35.9774544750039,8.20860158022243,7.28786245340647,82.1225297375947,98.0064234625586
"PI363301",48.4623993120611,34.3652143852528,8.82740428131137,7.27534565911836,79.9457853017043,95.0706515454623,47.1981751441399,34.3254939508661,8.85348391189942,8.04701613620054,86.3685157094406,105.069843049096,49.0570429264031,34.7795816751792,8.62827420894127,7.31828803015988,82.8550605973142,95.180561425059
"PI363302",49.7823044744041,34.3015036639781,8.32200312554296,7.45934979391449,88.2549532369669,99.3027799447755,48.0300257829139,34.1348650839843,8.65542403519857,8.08306134949688,91.3540528897447,107.644456267073,51.2485796748496,35.0749043656767,8.53145512468407,7.54781086416297,87.2393407213977,99.1560796817613
"PI363304",52.6666122557502,35.5215907299653,8.47569388298347,7.69275722984829,86.8721556233005,100.067106785731,50.6461062948222,35.0669338524063,8.59392436692224,8.51691330688547,90.7491430607998,110.967573020143,55.2799693169792,36.6651700317899,8.50610574827524,7.8725135593916,87.5564860836258,99.4865456197925
"PI363315",42.4026726230544,33.2540225986883,7.91878188668323,6.98819067767626,85.9341732654892,98.4012788447307,39.5387346377988,31.9039412762798,7.97315933444628,7.47611969332435,92.1869532971919,105.836031362474,42.8336583739168,32.3963642929513,7.71380074107195,6.93859091746648,87.3497392450047,100.601301551071
"PI363318",45.8183416252497,33.5016508970586,8.51800589470026,7.12187147348988,81.7261509021327,95.37175654438,43.3025418688255,34.0307771898939,8.66443030270592,7.76682478895868,78.9281518040354,104.976992601834,48.5117474585669,34.6152925381652,8.49353269890909,7.38128599652152,83.7291448698751,98.385321754705
"PI363320",43.8324637228383,33.2947834099075,8.06511890445733,6.89479312787303,85.2354967741867,99.5193446770721,44.7017684549815,34.3267846595263,8.55331709634505,7.79570612470441,85.2047162292509,105.902308298123,44.8560115569668,34.3440238988138,8.23028976369934,7.02326188869679,84.0171188821274,99.0306537105887
"PI363324",64.114243724712,38.4694717420813,9.16602760476734,8.4172231502352,88.3851691957127,101.43075088663,65.3522115064066,38.9127407935336,9.52485091339459,9.63318486978773,89.0808873187914,109.428324439875,65.3515972110517,39.0877796769709,9.20533782946178,8.50929502508657,84.8258202181165,98.2532630603595
"PI363326",43.0781242320455,33.2991045093355,8.12765200253818,6.9422067171481,81.1952234235735,94.1606824938719,39.9840566993701,32.0623193517606,8.18462438480791,7.35082272168787,85.6104344115152,105.973662693388,44.2937105416067,34.3611620698148,7.94452564104658,7.07954894479874,82.7074723970214,97.4207654814836
"PI363330",49.1482513380183,34.850192488828,8.55656974176091,7.31291368258998,81.7731676954312,98.4613984600739,46.4004369415791,34.040954852742,8.92674378886042,7.81660344896091,81.0035504888882,103.645215224194,50.087576521346,34.7934027171689,8.74028885374873,7.36904728253871,80.3600964477784,95.737449554877
"PI363332",43.1637381756321,32.4216645648252,8.11588204403186,6.84483243646011,82.4066037787841,95.7044045331446,44.9173206956115,33.8310424233301,8.73766109954814,7.73772695851132,81.581477330149,103.882602304673,45.1693929315765,33.3132415661203,8.14287116141056,6.83287213446324,87.545813134273,99.2961815908165
"PI363333",55.3448971063556,36.257771785563,8.68520695331243,7.87232784507578,86.8066479287349,100.486583976622,52.4156902466845,35.7629265395917,9.18918565213631,8.50474802498255,85.8184071686522,106.394257305276,55.0595463305578,36.1199619018623,8.65805064323132,7.73906427662771,86.7114768296369,98.3578667391996
"PI363334",48.6659826738284,33.9286644601458,8.36414739409878,7.37821491918866,87.1690372759072,99.8809282789486,44.4556043590892,32.2902123911899,8.3278875685954,8.21628777887365,88.4979500923868,109.679271336386,50.3364739459982,34.6903335988177,8.18510967513505,7.39433271745862,87.6755155980411,100.308106443588
"PI363341",46.8381739972006,33.4341638741595,7.89824803538208,7.24930083175637,87.0532499155996,100.986068336952,46.4859631935615,34.3706978778739,8.49098038320941,8.03016420449463,86.2550529790533,106.984610366299,47.6482688559198,33.7033223600171,8.39533963659752,7.27954996479328,84.7364839069025,98.5153541161094
"PI363346",46.000975553425,33.89246088551,7.83984031474895,7.05928692903633,82.7164372479117,95.2090058852334,42.8584202993194,32.0827876295134,8.1668905370991,7.59639094711862,89.1155501659131,109.914796801637,45.0170493260561,33.4671613012236,8.02091559553165,7.00510913357224,84.4309833333808,99.1657684132858
"PI363354",48.0748761757672,33.1753555909396,8.31082896998865,7.20188699438456,88.0167605108749,100.959488344048,47.9742334677321,33.048772797069,8.39817225969144,7.96977570462173,92.6442711151345,108.659610641605,49.6702903140286,33.9917507466915,8.59204725330872,7.23582008994544,87.0580497011429,98.6881186121885
"PI363359",57.2641953468115,36.5043508684824,8.6959048207562,8.15565748012387,85.9997359608324,102.043882544785,53.3784152011521,35.8407034023455,8.92714948577297,8.91866480449148,87.8187307336819,110.503480080983,59.0289220669569,36.9030937853841,8.78445756131955,8.22827742685851,86.2636056033139,101.379536305746
"PI363360",56.480875032717,36.4115322057738,8.63516920100342,7.95631497917999,90.010648052694,101.64777134723,55.9691978246068,36.551871288038,8.99905636764493,8.8929350303984,90.1300643428548,109.442655207434,59.3328720534638,37.4849450609637,9.0316508847252,8.02955389859121,85.5171642253278,98.4898693580073
"PI363362",48.5623644873089,34.702709818182,8.33089398962033,7.16521946246541,82.6649057436096,97.3401743448739,44.0015422848438,33.6540314891761,8.41348980953352,7.9394409824392,85.0964993929416,107.236927628406,47.6421995110763,34.2692543272033,8.07148639427222,7.16408243420913,89.2442253940774,102.569969433167
"PI363374",49.6386516899915,35.873712589626,8.476591055588,7.37572638034579,83.1988473431873,98.2906652094553,47.2667775183721,34.3381651612347,8.53046780156747,8.04866916749685,90.5394008929412,108.666026083787,49.5063688264792,35.0230813850834,8.42606229269272,7.43329151893135,84.6401565882457,99.0609563636587
"PI363377",60.8909132128406,37.7175311657278,8.89280925061218,8.17904044394939,90.2141781808195,101.620972628725,55.923748135563,36.6756211822699,9.05097390915778,8.73099200591776,88.224525795152,108.286559973808,63.2686630098814,38.3019985987623,9.27428582651197,8.30382376655294,86.4022730430156,97.9808135528417
"PI363380",50.5634829905995,35.0313919769683,8.5438796100393,7.57625449214196,88.0230299598795,101.109179407258,48.8184250345491,34.3065863046226,8.58664198799909,8.20818870424521,90.7345156678966,108.690010993617,51.4554351128738,36.123362889248,8.42381772095885,7.51573586854939,85.536319885469,98.624622298352
"PI363381",59.1986190305861,37.5705814087379,9.02883752961336,8.10657067639027,85.1871848285404,98.0731972856107,59.6747693518743,37.7683096348848,9.28268157247982,9.17029854883965,85.292434630898,108.962237235129,61.0489997036923,38.2687957723059,9.41477100063767,8.14224142474612,83.8961334735931,97.0997868406228
"PI363391",41.1413120315372,31.3139081944004,7.83938917388283,6.69589287648448,84.6152507768972,98.2041563648813,40.3872772838567,31.6819815238668,8.10633035080174,7.30646042070404,85.8558134453015,106.964808939936,42.1203280162975,32.4976184977599,7.77884590912777,6.7230854282361,82.0001758813172,97.7649387040288
"PI363406",50.1503616611376,34.2622430956917,8.40794878117125,7.37346555059549,84.0686225133797,96.2667188819664,51.0707559874237,35.029673503607,8.85992808610821,8.34724611732489,89.9672433575933,107.728310115685,54.3584439980507,35.6922470448414,8.68581302801377,7.77986583417784,87.9463789629376,98.6745983975313
"PI363407",43.9268184016673,32.6073664218962,8.06760810735914,6.78102866541074,81.0513287884558,95.5481495748976,41.3482832273295,31.8692808850361,8.1495988779951,7.68218774194619,86.5918052277771,109.331873407282,46.6732261397371,33.6822488952538,8.253349340391,6.99508016127288,82.3193901839385,96.2010617895937
"PI363416",48.2820818833874,34.3940041261496,8.39508240480105,7.22211961258097,82.7314783026377,96.4363100021551,45.6904876333425,32.6203028531335,8.03895105550463,7.94208268800877,87.3249973845418,111.721817372197,50.5641581341083,33.8659689624374,8.60995195191351,7.36453424916009,84.4610376773026,98.8707483015578
"PI363419",48.5135819114239,34.3229048665749,8.62299558394303,7.25310717812186,82.0707517497781,95.5804141680864,47.594222053462,35.9058522933587,8.91441891094868,7.99375871962904,81.0652064856768,103.347218333873,48.9514875785609,34.7008121940095,8.56200912571904,7.24138432618471,81.0616746837769,95.2917346998948
"PI363429",48.7370649739008,34.2024520079045,8.2834694999086,7.36388892268554,86.2387218336108,100.345667569577,48.7484790684132,34.4131563182018,8.79722365572351,8.08659496621441,87.2537253055198,106.503480765948,51.4786702125613,35.2689209817066,8.47768750599883,7.47557802727592,85.3225342314361,99.1441649193478
"PI363430",49.6985140344224,34.6346078781458,8.49717771308007,7.33779017432427,85.9751691316378,98.6085002883627,50.1104277446974,34.7729502391193,8.89007943424061,8.20164717447176,86.3983477322245,106.728620784577,50.5975790272032,34.9401411334166,8.38350861245535,7.38588368594861,88.004210170794,99.0088964981087
"PI363456",40.2357063553401,31.486772297336,8.02935671734203,6.52267908430244,82.7820554143836,96.1129849153376,37.4157958217393,30.3672484805386,7.64052966847231,7.00618552905273,92.8858626408843,108.52798183467,41.5064798168434,32.5409498969409,7.98321745167833,6.60024303381277,81.3865342870738,93.5014550028013
"PI363459",55.0800538812092,35.8186080317202,8.61956811058651,7.86597883901094,86.3941175927008,101.353531695597,50.3024677620779,34.6982191323718,8.76122334504531,8.39730307875756,89.8323215468513,108.009590278669,54.9537099872002,35.8233442736787,8.7038772451108,7.78974339906295,86.2001098371429,99.1590232500135
"PI363474",49.056631451327,34.0236553981679,8.25213436925064,7.50926700082408,88.4242339601689,102.613427054691,45.098211459182,32.9944593553117,8.23573690533808,8.1875217152298,94.2212753148418,111.434678343301,50.2372108948187,34.9026437912623,8.27398189369165,7.69892543441772,84.6336064804207,100.434157906614
"PI363475",49.1359361271598,33.7002743426992,8.40936410637347,7.23953950835706,84.4999741671948,97.735512914442,49.7176521924757,34.4174271000308,8.8135293303489,8.21317740753391,85.0171614613348,106.727150578909,50.1510327866325,34.3617950842204,8.46458704626531,7.31631468759855,82.1567097957544,96.5902073289226
"PI363482",39.6997686573249,31.0174702281354,7.93813086189838,6.47666123623191,82.138480642404,94.6550750092594,39.621446081799,31.7612838409117,8.21227254968132,7.19975155180013,84.5045422162614,102.08262706122,40.0018874497476,31.5008814321879,8.17707000632646,6.41581853604684,79.006183909671,92.023567465002
"PI363484",46.8653868190974,33.5414957183484,7.94073788313456,7.36527698599425,93.0057097958681,105.161584163733,45.0736306601622,32.9427856741679,8.28425809794843,7.96476122555472,91.2093906741295,109.879414748018,47.1430441800538,33.8606306582389,7.9879520888051,7.43105752485315,86.4098784513556,102.513974037796
"PI363493",42.7517247218833,32.3475817124396,8.05369508560663,6.771766503198,80.1110066574021,94.6944175585587,41.6513868562521,32.802495677138,8.31602620262239,7.59790929370762,83.1811898480515,106.264977980563,42.134534295768,32.9199150105006,8.15692321318615,6.66798193851823,81.0504368542817,94.0373038707099
"PI363494",41.6898133018527,32.0868238285818,8.09747214750055,6.56649888647166,79.327539281336,94.2426383947511,41.5409292244028,32.2031409524924,8.46465565424552,7.21807174258789,85.5087292776864,103.177470559601,42.0663317108093,32.6541299313798,8.32164761576979,6.55019887309982,78.5174570224021,93.112782714987
"PI363506",54.4880492623122,35.8702428505202,8.74694683643266,7.7608304480282,88.156139230209,100.171819298291,48.418560781627,34.2012728561553,8.80091898521829,8.08264922702813,84.8363004177804,106.300255262721,54.8973196449211,36.2009337062647,8.61708635170973,7.80831790006168,88.0018651748793,100.942973096552
"PI363514",46.5279995506083,33.8754392688383,8.070305187963,7.36957358001778,91.520393802511,103.884896422117,46.6025776784393,34.0876755393183,8.3807657561938,8.26083956651508,94.392340927154,111.460217154853,50.0784888724292,34.894849986092,8.20701839020016,7.66703536014225,89.0094777304093,101.538987429355
"PI363516",49.9912552151925,34.548136808382,8.5912615213214,7.42054197632004,84.0170337887265,96.7007279055304,45.0731343342329,33.782027202105,8.67359373280639,7.82588654162216,80.4886767301318,104.583358582617,50.9262454459855,34.6305687727419,8.24718401934978,7.47050044507784,84.2824855342367,97.1362801518476
"PI363517",59.1467769522108,37.4262564585135,8.97086332443788,8.13741518507056,85.791966664993,100.098918495515,57.1233409481868,36.9557979595312,9.05735198074252,9.0816749954859,91.2040650399356,110.129580041911,58.3555087595422,36.9207152920216,8.92645246381442,8.1415308210464,87.1709656830995,99.1399484252424
"PI363523",59.1614535767644,37.958270352758,8.95834608467765,8.10296348106526,81.8250322622851,96.4940381976968,56.2754548820958,37.4472738058679,9.14883397599797,9.08632138216784,87.2334859732539,109.722325699481,60.7315182389582,38.6120077225908,9.18421815622508,8.20003600232462,83.0574252901551,96.8455522923099
